type,medicine,condition,food,interaction,explanation,safe_alternative
alternative,,,large manchurian,,air-popped popcorn is higher in fiber which improves satiety compared to large manchurian.,air-popped popcorn
alternative,,,momos fried,,grilled hand-pounded rice is includes more vegetables and micronutrients compared to momos fried.,grilled hand-pounded rice
alternative,,,brownie sundae,,homestyle quinoa is lower sodium content supports heart health compared to brownie sundae.,homestyle quinoa
alternative,,,family pack fish and chips,,steamed vegetable khichdi is contains more protein to keep you full compared to family pack fish and chips.,steamed vegetable khichdi
alternative,,,maggi noodles,,light paneer tikka is higher in fiber which improves satiety compared to maggi noodles.,light paneer tikka
alternative,,,loaded barfi,,paneer tikka is includes more vegetables and micronutrients compared to loaded barfi.,paneer tikka
alternative,,,tortilla chips,,coconut water is reduced oil and lighter on the stomach compared to tortilla chips.,coconut water
alternative,,,veg biryani,,millet roti is higher in fiber which improves satiety compared to veg biryani.,millet roti
alternative,,,butter kheer,,steamed plain khichdi is includes more vegetables and micronutrients compared to butter kheer.,steamed plain khichdi
alternative,,,sugarcane juice,,steamed fruit salad is whole grains provide sustained energy compared to sugarcane juice.,steamed fruit salad
alternative,,,large instant noodles,,moong chilla is lower in saturated fat and calories compared to large instant noodles.,moong chilla
alternative,,,garlic aloo paratha,,homestyle greek yogurt is reduced oil and lighter on the stomach compared to garlic aloo paratha.,homestyle greek yogurt
alternative,,,double veg biryani,,low-oil buttermilk is fermented or dairy option aids digestion compared to double veg biryani.,low-oil buttermilk
alternative,,,doughnut,,nuts mix (unsalted) is whole grains provide sustained energy compared to doughnut.,nuts mix (unsalted)
alternative,,,masala misal pav,,steamed cucumber salad is includes more vegetables and micronutrients compared to masala misal pav.,steamed cucumber salad
alternative,,,maggi noodles,,low-oil vegetable upma is baked or steamed instead of deep-fried compared to maggi noodles.,low-oil vegetable upma
alternative,,,family pack barfi,,green tea is less sugar and better for blood glucose control compared to family pack barfi.,green tea
alternative,,,doughnut,,baked coconut water is lower in saturated fat and calories compared to doughnut.,baked coconut water
alternative,,,rasgulla,,dal fry (less oil) is lower in saturated fat and calories compared to rasgulla.,dal fry (less oil)
alternative,,,large gulab jamun,,no butter baked fish is less sugar and better for blood glucose control compared to large gulab jamun.,no butter baked fish
alternative,,,paneer butter masala,,unsweetened sprouts salad is includes more vegetables and micronutrients compared to paneer butter masala.,unsweetened sprouts salad
alternative,,,falooda,,homestyle dal tadka is whole grains provide sustained energy compared to falooda.,homestyle dal tadka
alternative,,,cake,,baked fish is lower sodium content supports heart health compared to cake.,baked fish
alternative,,,manchurian,,grilled hand-pounded rice is less sugar and better for blood glucose control compared to manchurian.,grilled hand-pounded rice
alternative,,,nachos,,greek yogurt is lower sodium content supports heart health compared to nachos.,greek yogurt
alternative,,,masala veg biryani,,baked sweet potato is baked or steamed instead of deep-fried compared to masala veg biryani.,baked sweet potato
alternative,,,kachori,,low-oil plain khichdi is fermented or dairy option aids digestion compared to kachori.,low-oil plain khichdi
alternative,,,small butter dosa,,plain multigrain roti is contains more protein to keep you full compared to small butter dosa.,plain multigrain roti
alternative,,,popcorn butter,,roasted chana is lower in saturated fat and calories compared to popcorn butter.,roasted chana
alternative,,,double butter dosa,,multigrain roti is fermented or dairy option aids digestion compared to double butter dosa.,multigrain roti
alternative,,,cheese paratha,,grilled fish is lower in saturated fat and calories compared to cheese paratha.,grilled fish
alternative,,,rasmalai,,low-oil paneer tikka is reduced oil and lighter on the stomach compared to rasmalai.,low-oil paneer tikka
alternative,,,chocolate ice cream,,buttermilk is whole grains provide sustained energy compared to chocolate ice cream.,buttermilk
alternative,,,extra cheese kheer,,low-oil plain khichdi is lower in saturated fat and calories compared to extra cheese kheer.,low-oil plain khichdi
alternative,,,barfi,,grilled plain khichdi is baked or steamed instead of deep-fried compared to barfi.,grilled plain khichdi
alternative,,,white bread,,tofu tikka is baked or steamed instead of deep-fried compared to white bread.,tofu tikka
alternative,,,extra cheese aloo paratha,,hand-pounded rice is whole grains provide sustained energy compared to extra cheese aloo paratha.,hand-pounded rice
alternative,,,cheeseburger,,green tea is contains more protein to keep you full compared to cheeseburger.,green tea
alternative,,,extra cheese butter naan,,light quinoa is includes more vegetables and micronutrients compared to extra cheese butter naan.,light quinoa
alternative,,,mutton biryani,,light sattu drink (unsweetened) is higher in fiber which improves satiety compared to mutton biryani.,light sattu drink (unsweetened)
alternative,,,loaded jalebi,,nuts mix (unsalted) is whole grains provide sustained energy compared to loaded jalebi.,nuts mix (unsalted)
alternative,,,spicy momos fried,,baked plain dosa is less sugar and better for blood glucose control compared to spicy momos fried.,baked plain dosa
alternative,,,instant noodles,,dal fry (less oil) is includes more vegetables and micronutrients compared to instant noodles.,dal fry (less oil)
alternative,,,packaged juice,,plain phulka (no oil) is whole grains provide sustained energy compared to packaged juice.,plain phulka (no oil)
alternative,,,cheese paratha,,air-popped popcorn is baked or steamed instead of deep-fried compared to cheese paratha.,air-popped popcorn
alternative,,,aloo paratha,,multigrain roti is lower sodium content supports heart health compared to aloo paratha.,multigrain roti
alternative,,,halwa,,baked fish is higher in fiber which improves satiety compared to halwa.,baked fish
alternative,,,family pack double cheese pizza,,lemon water is whole grains provide sustained energy compared to family pack double cheese pizza.,lemon water
alternative,,,spicy brownie,,steamed idli is fermented or dairy option aids digestion compared to spicy brownie.,steamed idli
alternative,,,small fish and chips,,plain herbal tea is whole grains provide sustained energy compared to small fish and chips.,plain herbal tea
alternative,,,pakora,,vegetable upma is less sugar and better for blood glucose control compared to pakora.,vegetable upma
alternative,,,cheese fries,,steamed sprouts salad is includes more vegetables and micronutrients compared to cheese fries.,steamed sprouts salad
alternative,,,bhujia,,no sugar oats upma is contains more protein to keep you full compared to bhujia.,no sugar oats upma
alternative,,,masala kachori,,millet roti is includes more vegetables and micronutrients compared to masala kachori.,millet roti
alternative,,,double samosa,,fruit salad is baked or steamed instead of deep-fried compared to double samosa.,fruit salad
alternative,,,garlic bhujia,,baked fish is whole grains provide sustained energy compared to garlic bhujia.,baked fish
alternative,,,fish and chips,,plain sauteed greens is contains more protein to keep you full compared to fish and chips.,plain sauteed greens
alternative,,,large cheese dosa,,plain cucumber salad is lower sodium content supports heart health compared to large cheese dosa.,plain cucumber salad
alternative,,,spicy manchurian,,no sugar sweet potato chaat is fermented or dairy option aids digestion compared to spicy manchurian.,no sugar sweet potato chaat
alternative,,,dal makhani,,tandoori chicken is lower sodium content supports heart health compared to dal makhani.,tandoori chicken
alternative,,,lachha paratha,,no sugar whole wheat roti is reduced oil and lighter on the stomach compared to lachha paratha.,no sugar whole wheat roti
alternative,,,french fries,,plain dosa is fermented or dairy option aids digestion compared to french fries.,plain dosa
alternative,,,falooda,,baked samosa is reduced oil and lighter on the stomach compared to falooda.,baked samosa
alternative,,,manchurian,,sweet potato chaat is less sugar and better for blood glucose control compared to manchurian.,sweet potato chaat
alternative,,,extra cheese burger,,air-popped popcorn is higher in fiber which improves satiety compared to extra cheese burger.,air-popped popcorn
alternative,,,sev puri,,dark chocolate (small piece) is reduced oil and lighter on the stomach compared to sev puri.,dark chocolate (small piece)
alternative,,,brownie sundae,,brown rice is contains more protein to keep you full compared to brownie sundae.,brown rice
alternative,,,pakora,,no sugar black coffee (no sugar) is reduced oil and lighter on the stomach compared to pakora.,no sugar black coffee (no sugar)
alternative,,,spicy pakora,,ragi dosa is lower in saturated fat and calories compared to spicy pakora.,ragi dosa
