medicine,use,side_effect,condition,age_grp,risk_level,food_allergies,allergens_medicine,food_name,ingredients,main_ingredient,allergens,alternative_food
nitrofurantoin,urinary antiseptic,rashes,Fever,Child,dangerous,sesame,additive stimulation,ramen,"noodles, soy sauce, onion",noodles,additive stimulation,"Brown Rice Noodles, Millet Pasta, Quinoa Pasta"
dabigatran,blood thinner,nausea,Flu,Senior,dangerous,peanuts,reduced absorption,dark chocolate,"cocoa, sugar, milk",cocoa,reduced absorption,"Carob Bar, Milk Chocolate"
pravastatin,cholesterol control,dizziness,Cold,Adult,safe,eggs,additive stimulation,ramen,"noodles, soy sauce, onion",noodles,additive stimulation,"Brown Rice Noodles, Millet Pasta, Quinoa Pasta"
phenytoin,anti-seizure,diarrhea,Cold,Child,dangerous,No allergens reported,hypertensive crisis,beer,"barley, hops, yeast",barley,hypertensive crisis,No alternative available
pravastatin,cholesterol control,dizziness,Hypertension,Child,dangerous,eggs,reduced absorption,dark chocolate,"cocoa, sugar, milk",cocoa,reduced absorption,"Carob Bar, Milk Chocolate"
fexofenadine,anti-allergy,fatigue,Hypertension,Senior,dangerous,No allergens reported,no major risk,red wine,"grapes, yeast",grapes,no major risk,No alternative available
phenytoin,anti-seizure,diarrhea,Asthma,Senior,cautious,No allergens reported,reduced effectiveness,biryani,"rice, spices, chicken",rice,reduced effectiveness,No alternative available
nitrofurantoin,urinary antiseptic,rashes,Fever,Senior,safe,sesame,disulfiram-like reaction,aged cheese,"milk, rennet",milk,disulfiram-like reaction,"Vegan Cheese, Nutritional Yeast, Cottage Cheese"
magnesium supplements,treatment of kidney stone,tiredness,Cold,Child,dangerous,No allergens reported,disulfiram-like reaction,aged cheese,"milk, rennet",milk,disulfiram-like reaction,"Vegan Cheese, Nutritional Yeast, Cottage Cheese"
metronidazole,antibiotic,headache,Fever,Adult,dangerous,No allergens reported,no major risk,kadhi,"turmeric, curd, gram flour",curd,no major risk,No alternative available
pravastatin,cholesterol control,dizziness,Asthma,Adult,safe,eggs,reduced absorption,dark chocolate,"cocoa, sugar, milk",cocoa,reduced absorption,"Carob Bar, Milk Chocolate"
metronidazole,antibiotic,headache,Fever,Child,safe,No allergens reported,reduced effectiveness,biryani,"rice, spices, chicken",rice,reduced effectiveness,No alternative available
magnesium supplements,treatment of kidney stone,tiredness,Asthma,Adult,dangerous,No allergens reported,reduced absorption,rasmalai,"milk, sugar, saffron",milk,reduced absorption,No alternative available
fexofenadine,anti-allergy,fatigue,Asthma,Senior,dangerous,No allergens reported,reduced absorption,rasmalai,"milk, sugar, saffron",milk,reduced absorption,No alternative available
pravastatin,cholesterol control,dizziness,Asthma,Adult,dangerous,eggs,additive stimulation,chole,"chickpeas, tomato, onion",chickpeas,additive stimulation,"Red Kidney Beans, Black Beans, Green Peas"
dabigatran,blood thinner,nausea,Hypertension,Child,safe,peanuts,no major risk,red wine,"grapes, yeast",grapes,no major risk,No alternative available
dabigatran,blood thinner,nausea,Flu,Senior,dangerous,peanuts,no major risk,red wine,"grapes, yeast",grapes,no major risk,No alternative available
phenytoin,anti-seizure,diarrhea,Hypertension,Child,dangerous,No allergens reported,additive stimulation,ramen,"noodles, soy sauce, onion",noodles,additive stimulation,"Brown Rice Noodles, Millet Pasta, Quinoa Pasta"
magnesium supplements,treatment of kidney stone,tiredness,Flu,Adult,dangerous,No allergens reported,reduced absorption,dark chocolate,"cocoa, sugar, milk",cocoa,reduced absorption,"Carob Bar, Milk Chocolate"
metronidazole,antibiotic,headache,Fever,Senior,cautious,No allergens reported,reduced absorption,dark chocolate,"cocoa, sugar, milk",cocoa,reduced absorption,"Carob Bar, Milk Chocolate"
magnesium supplements,treatment of kidney stone,tiredness,Asthma,Adult,safe,No allergens reported,reduced absorption,rasmalai,"milk, sugar, saffron",milk,reduced absorption,No alternative available
bupropion,anti-depressant,vomiting,Cold,Adult,dangerous,wheat,reduced effectiveness,biryani,"rice, spices, chicken",rice,reduced effectiveness,No alternative available
magnesium supplements,treatment of kidney stone,tiredness,Flu,Child,cautious,No allergens reported,reduced absorption,dark chocolate,"cocoa, sugar, milk",cocoa,reduced absorption,"Carob Bar, Milk Chocolate"
pravastatin,cholesterol control,dizziness,Asthma,Child,cautious,eggs,no major risk,red wine,"grapes, yeast",grapes,no major risk,No alternative available
phenytoin,anti-seizure,diarrhea,Flu,Senior,dangerous,No allergens reported,reduced effectiveness,biryani,"rice, spices, chicken",rice,reduced effectiveness,No alternative available
metronidazole,antibiotic,headache,Fever,Adult,cautious,No allergens reported,no major risk,kadhi,"turmeric, curd, gram flour",curd,no major risk,No alternative available
nitrofurantoin,urinary antiseptic,rashes,Cold,Senior,dangerous,sesame,increases side effects,halwa,"semolina, ghee, sugar",semolina,increases side effects,"Brown Rice Kheer, Fruit Salad, Millet Halwa"
magnesium supplements,treatment of kidney stone,tiredness,Fever,Adult,safe,No allergens reported,hypertensive crisis,beer,"barley, hops, yeast",barley,hypertensive crisis,No alternative available
magnesium supplements,treatment of kidney stone,tiredness,Flu,Adult,safe,No allergens reported,hypertensive crisis,beer,"barley, hops, yeast",barley,hypertensive crisis,No alternative available
nitrofurantoin,urinary antiseptic,rashes,Fever,Senior,cautious,sesame,additive stimulation,chole,"chickpeas, tomato, onion",chickpeas,additive stimulation,"Red Kidney Beans, Black Beans, Green Peas"
fexofenadine,anti-allergy,fatigue,Fever,Child,dangerous,No allergens reported,hypertensive crisis,beer,"barley, hops, yeast",barley,hypertensive crisis,No alternative available
bupropion,anti-depressant,vomiting,Fever,Adult,safe,wheat,additive stimulation,ramen,"noodles, soy sauce, onion",noodles,additive stimulation,"Brown Rice Noodles, Millet Pasta, Quinoa Pasta"
pravastatin,cholesterol control,dizziness,Hypertension,Child,safe,eggs,additive stimulation,ramen,"noodles, soy sauce, onion",noodles,additive stimulation,"Brown Rice Noodles, Millet Pasta, Quinoa Pasta"
magnesium supplements,treatment of kidney stone,tiredness,Flu,Child,dangerous,No allergens reported,hypertensive crisis,beer,"barley, hops, yeast",barley,hypertensive crisis,No alternative available
gliclazide,treatment of diabetes,stomach pain,Hypertension,Child,safe,No allergens reported,reduced absorption,rasmalai,"milk, sugar, saffron",milk,reduced absorption,No alternative available
gliclazide,treatment of diabetes,stomach pain,Asthma,Child,dangerous,No allergens reported,disulfiram-like reaction,aged cheese,"milk, rennet",milk,disulfiram-like reaction,"Vegan Cheese, Nutritional Yeast, Cottage Cheese"
magnesium supplements,treatment of kidney stone,tiredness,Fever,Child,safe,No allergens reported,hypertensive crisis,beer,"barley, hops, yeast",barley,hypertensive crisis,No alternative available
magnesium supplements,treatment of kidney stone,tiredness,Cold,Adult,cautious,No allergens reported,additive stimulation,chole,"chickpeas, tomato, onion",chickpeas,additive stimulation,"Red Kidney Beans, Black Beans, Green Peas"
phenytoin,anti-seizure,diarrhea,Fever,Child,safe,No allergens reported,hypertensive crisis,beer,"barley, hops, yeast",barley,hypertensive crisis,No alternative available
gliclazide,treatment of diabetes,stomach pain,Asthma,Adult,safe,No allergens reported,disulfiram-like reaction,aged cheese,"milk, rennet",milk,disulfiram-like reaction,"Vegan Cheese, Nutritional Yeast, Cottage Cheese"
bupropion,anti-depressant,vomiting,Hypertension,Senior,safe,wheat,disulfiram-like reaction,aged cheese,"milk, rennet",milk,disulfiram-like reaction,"Vegan Cheese, Nutritional Yeast, Cottage Cheese"
gliclazide,treatment of diabetes,stomach pain,Hypertension,Child,safe,No allergens reported,no major risk,kadhi,"turmeric, curd, gram flour",curd,no major risk,No alternative available
metronidazole,antibiotic,headache,Hypertension,Child,dangerous,No allergens reported,no major risk,kadhi,"turmeric, curd, gram flour",curd,no major risk,No alternative available
magnesium supplements,treatment of kidney stone,tiredness,Cold,Adult,safe,No allergens reported,reduced effectiveness,biryani,"rice, spices, chicken",rice,reduced effectiveness,No alternative available
gliclazide,treatment of diabetes,stomach pain,Fever,Adult,cautious,No allergens reported,additive stimulation,chole,"chickpeas, tomato, onion",chickpeas,additive stimulation,"Red Kidney Beans, Black Beans, Green Peas"
metronidazole,antibiotic,headache,Flu,Senior,safe,No allergens reported,reduced absorption,dark chocolate,"cocoa, sugar, milk",cocoa,reduced absorption,"Carob Bar, Milk Chocolate"
dabigatran,blood thinner,nausea,Cold,Senior,safe,peanuts,additive stimulation,ramen,"noodles, soy sauce, onion",noodles,additive stimulation,"Brown Rice Noodles, Millet Pasta, Quinoa Pasta"
bupropion,anti-depressant,vomiting,Hypertension,Child,safe,wheat,reduced absorption,dark chocolate,"cocoa, sugar, milk",cocoa,reduced absorption,"Carob Bar, Milk Chocolate"
nitrofurantoin,urinary antiseptic,rashes,Cold,Adult,dangerous,sesame,reduced effectiveness,biryani,"rice, spices, chicken",rice,reduced effectiveness,No alternative available
fexofenadine,anti-allergy,fatigue,Hypertension,Adult,cautious,No allergens reported,increases side effects,halwa,"semolina, ghee, sugar",semolina,increases side effects,"Brown Rice Kheer, Fruit Salad, Millet Halwa"
fexofenadine,anti-allergy,fatigue,Cold,Senior,dangerous,No allergens reported,hypertensive crisis,beer,"barley, hops, yeast",barley,hypertensive crisis,No alternative available
fexofenadine,anti-allergy,fatigue,Asthma,Child,cautious,No allergens reported,increases side effects,halwa,"semolina, ghee, sugar",semolina,increases side effects,"Brown Rice Kheer, Fruit Salad, Millet Halwa"
pravastatin,cholesterol control,dizziness,Cold,Adult,cautious,eggs,reduced effectiveness,biryani,"rice, spices, chicken",rice,reduced effectiveness,No alternative available
bupropion,anti-depressant,vomiting,Cold,Child,cautious,wheat,additive stimulation,ramen,"noodles, soy sauce, onion",noodles,additive stimulation,"Brown Rice Noodles, Millet Pasta, Quinoa Pasta"
magnesium supplements,treatment of kidney stone,tiredness,Flu,Adult,cautious,No allergens reported,reduced absorption,rasmalai,"milk, sugar, saffron",milk,reduced absorption,No alternative available
phenytoin,anti-seizure,diarrhea,Hypertension,Child,safe,No allergens reported,no major risk,kadhi,"turmeric, curd, gram flour",curd,no major risk,No alternative available
dabigatran,blood thinner,nausea,Asthma,Senior,safe,peanuts,reduced absorption,dark chocolate,"cocoa, sugar, milk",cocoa,reduced absorption,"Carob Bar, Milk Chocolate"
fexofenadine,anti-allergy,fatigue,Asthma,Child,safe,No allergens reported,additive stimulation,ramen,"noodles, soy sauce, onion",noodles,additive stimulation,"Brown Rice Noodles, Millet Pasta, Quinoa Pasta"
metronidazole,antibiotic,headache,Asthma,Child,safe,No allergens reported,increases side effects,halwa,"semolina, ghee, sugar",semolina,increases side effects,"Brown Rice Kheer, Fruit Salad, Millet Halwa"
metronidazole,antibiotic,headache,Asthma,Senior,dangerous,No allergens reported,increases side effects,halwa,"semolina, ghee, sugar",semolina,increases side effects,"Brown Rice Kheer, Fruit Salad, Millet Halwa"
nitrofurantoin,urinary antiseptic,rashes,Cold,Child,dangerous,sesame,additive stimulation,ramen,"noodles, soy sauce, onion",noodles,additive stimulation,"Brown Rice Noodles, Millet Pasta, Quinoa Pasta"
phenytoin,anti-seizure,diarrhea,Asthma,Child,safe,No allergens reported,disulfiram-like reaction,aged cheese,"milk, rennet",milk,disulfiram-like reaction,"Vegan Cheese, Nutritional Yeast, Cottage Cheese"
metronidazole,antibiotic,headache,Asthma,Senior,safe,No allergens reported,increases side effects,halwa,"semolina, ghee, sugar",semolina,increases side effects,"Brown Rice Kheer, Fruit Salad, Millet Halwa"
fexofenadine,anti-allergy,fatigue,Cold,Child,safe,No allergens reported,reduced absorption,rasmalai,"milk, sugar, saffron",milk,reduced absorption,No alternative available
nitrofurantoin,urinary antiseptic,rashes,Flu,Child,dangerous,sesame,no major risk,kadhi,"turmeric, curd, gram flour",curd,no major risk,No alternative available
bupropion,anti-depressant,vomiting,Asthma,Senior,safe,wheat,disulfiram-like reaction,aged cheese,"milk, rennet",milk,disulfiram-like reaction,"Vegan Cheese, Nutritional Yeast, Cottage Cheese"
pravastatin,cholesterol control,dizziness,Cold,Adult,safe,eggs,increases side effects,halwa,"semolina, ghee, sugar",semolina,increases side effects,"Brown Rice Kheer, Fruit Salad, Millet Halwa"
dabigatran,blood thinner,nausea,Fever,Adult,dangerous,peanuts,increases side effects,halwa,"semolina, ghee, sugar",semolina,increases side effects,"Brown Rice Kheer, Fruit Salad, Millet Halwa"
metronidazole,antibiotic,headache,Cold,Senior,cautious,No allergens reported,additive stimulation,ramen,"noodles, soy sauce, onion",noodles,additive stimulation,"Brown Rice Noodles, Millet Pasta, Quinoa Pasta"
fexofenadine,anti-allergy,fatigue,Fever,Adult,cautious,No allergens reported,disulfiram-like reaction,aged cheese,"milk, rennet",milk,disulfiram-like reaction,"Vegan Cheese, Nutritional Yeast, Cottage Cheese"
fexofenadine,anti-allergy,fatigue,Asthma,Child,dangerous,No allergens reported,reduced effectiveness,biryani,"rice, spices, chicken",rice,reduced effectiveness,No alternative available
metronidazole,antibiotic,headache,Cold,Child,dangerous,No allergens reported,increases side effects,halwa,"semolina, ghee, sugar",semolina,increases side effects,"Brown Rice Kheer, Fruit Salad, Millet Halwa"
bupropion,anti-depressant,vomiting,Fever,Adult,cautious,wheat,reduced absorption,rasmalai,"milk, sugar, saffron",milk,reduced absorption,No alternative available
fexofenadine,anti-allergy,fatigue,Hypertension,Senior,safe,No allergens reported,disulfiram-like reaction,aged cheese,"milk, rennet",milk,disulfiram-like reaction,"Vegan Cheese, Nutritional Yeast, Cottage Cheese"
dabigatran,blood thinner,nausea,Fever,Senior,dangerous,peanuts,additive stimulation,ramen,"noodles, soy sauce, onion",noodles,additive stimulation,"Brown Rice Noodles, Millet Pasta, Quinoa Pasta"
nitrofurantoin,urinary antiseptic,rashes,Cold,Child,dangerous,sesame,hypertensive crisis,beer,"barley, hops, yeast",barley,hypertensive crisis,No alternative available
bupropion,anti-depressant,vomiting,Flu,Senior,safe,wheat,reduced absorption,dark chocolate,"cocoa, sugar, milk",cocoa,reduced absorption,"Carob Bar, Milk Chocolate"
phenytoin,anti-seizure,diarrhea,Asthma,Child,cautious,No allergens reported,increases side effects,halwa,"semolina, ghee, sugar",semolina,increases side effects,"Brown Rice Kheer, Fruit Salad, Millet Halwa"
dabigatran,blood thinner,nausea,Asthma,Adult,safe,peanuts,no major risk,red wine,"grapes, yeast",grapes,no major risk,No alternative available
magnesium supplements,treatment of kidney stone,tiredness,Asthma,Adult,dangerous,No allergens reported,additive stimulation,chole,"chickpeas, tomato, onion",chickpeas,additive stimulation,"Red Kidney Beans, Black Beans, Green Peas"
bupropion,anti-depressant,vomiting,Hypertension,Senior,safe,wheat,reduced effectiveness,biryani,"rice, spices, chicken",rice,reduced effectiveness,No alternative available
